id,title,author_id,summary,pages,cover_image,rating
21983,Thurston House,464,1984,286,http://images.amazon.com/images/P/0440185327.01.LZZZZZZZ.jpg,
21984,Accident,464,1995,464,http://images.amazon.com/images/P/0440217547.01.LZZZZZZZ.jpg,
21985,Family Blessings,1824,1996,529,http://images.amazon.com/images/P/0515115630.01.LZZZZZZZ.jpg,
21986,"GATHERING STORM (MEN AT ARMS 1) : GATHERING STORM (Men at Arms, Book 1)",11334,1991,453,http://images.amazon.com/images/P/0671667653.01.LZZZZZZZ.jpg,
21987,Come Sunrise,11335,1987,604,http://images.amazon.com/images/P/0449132307.01.LZZZZZZZ.jpg,
21988,In a Class by Itself,108,2000,457,http://images.amazon.com/images/P/055357602X.01.LZZZZZZZ.jpg,
21989,The Long Walk,120,1999,253,http://images.amazon.com/images/P/0451196716.01.LZZZZZZZ.jpg,
21990,Diana: Her New Life,2403,1995,586,http://images.amazon.com/images/P/0671533983.01.LZZZZZZZ.jpg,
21991,"Here, Kitty, Kitty (Here, Kitty, Kitty)",11336,1997,459,http://images.amazon.com/images/P/0312963173.01.LZZZZZZZ.jpg,
21992,Best Of Enemies,11061,1997,652,http://images.amazon.com/images/P/1551662779.01.LZZZZZZZ.jpg,
21993,Innocents Club,11061,2001,301,http://images.amazon.com/images/P/1551668181.01.LZZZZZZZ.jpg,
21994,Guilt By Silence,5431,1995,469,http://images.amazon.com/images/P/1551660482.01.LZZZZZZZ.jpg,
21995,Common Passions,11061,1996,699,http://images.amazon.com/images/P/1551661551.01.LZZZZZZZ.jpg,
21996,The Walking,6815,2000,262,http://images.amazon.com/images/P/0451201744.01.LZZZZZZZ.jpg,
21997,The Cat Who Saw Red,160,1991,752,http://images.amazon.com/images/P/0515090166.01.LZZZZZZZ.jpg,
21998,The Cat Who Turned on and Off (Cat Who... (Paperback)),160,1995,759,http://images.amazon.com/images/P/0515087947.01.LZZZZZZZ.jpg,
21999,Thinner,1710,1984,684,http://images.amazon.com/images/P/0453004687.01.LZZZZZZZ.jpg,
22000,'Salem's Lot,120,2000,311,http://images.amazon.com/images/P/067103975X.01.LZZZZZZZ.jpg,
22001,Desperation,120,1996,306,http://images.amazon.com/images/P/0670868361.01.LZZZZZZZ.jpg,
22002,"The Drawing of the Three (The Dark Tower, Book 2)",120,1989,753,http://images.amazon.com/images/P/0452262143.01.LZZZZZZZ.jpg,
22003,Firestarter,120,2003,297,http://images.amazon.com/images/P/0451167805.01.LZZZZZZZ.jpg,
22004,Pet Sematary,120,1984,284,http://images.amazon.com/images/P/0451132378.01.LZZZZZZZ.jpg,
22005,The Green Mile: Night Journey (Green Mile Series),120,1996,351,http://images.amazon.com/images/P/0451190564.01.LZZZZZZZ.jpg,
22006,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),120,1996,614,http://images.amazon.com/images/P/0451190556.01.LZZZZZZZ.jpg,
22007,Mouse on the Mile (Green Mile S.),120,1996,586,http://images.amazon.com/images/P/0140258574.01.LZZZZZZZ.jpg,
22008,"The Web (Alex Delaware Series, No. 10)",1702,1996,641,http://images.amazon.com/images/P/055357227X.01.LZZZZZZZ.jpg,
22009,Time Bomb (Alex Delaware Novels (Paperback)),1360,1991,747,http://images.amazon.com/images/P/055329170X.01.LZZZZZZZ.jpg,
22010,Certain Prey,483,2000,527,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg,
22011,Easy Prey,483,2000,595,http://images.amazon.com/images/P/039914613X.01.LZZZZZZZ.jpg,
22012,Secret Prey,483,1998,503,http://images.amazon.com/images/P/0399143823.01.LZZZZZZZ.jpg,
22013,Lightning On Ice: Rebel Glory,4488,1995,366,http://images.amazon.com/images/P/0849936373.01.LZZZZZZZ.jpg,
22014,"In Leo's Lair (Zodiac Chillers , No 3)",11337,1995,686,http://images.amazon.com/images/P/0679873066.01.LZZZZZZZ.jpg,
22015,Shadow Prey,483,2004,432,http://images.amazon.com/images/P/0425126064.01.LZZZZZZZ.jpg,
22016,"Patricia Cornwell - Three Complete Novels: Postmortem, Body of Evidence, All That Remains",427,1997,495,http://images.amazon.com/images/P/0765191121.01.LZZZZZZZ.jpg,
22017,Goonies,979,1985,559,http://images.amazon.com/images/P/0446328413.01.LZZZZZZZ.jpg,
22018,"That Was Then, This Is Now",2859,1989,438,http://images.amazon.com/images/P/0440986524.01.LZZZZZZZ.jpg,
22019,The Call of the Wild (Apple Classics),819,1993,340,http://images.amazon.com/images/P/0590440012.01.LZZZZZZZ.jpg,
22020,Random Acts,11061,1998,630,http://images.amazon.com/images/P/1551664313.01.LZZZZZZZ.jpg,
22021,The Accident,4182,1991,707,http://images.amazon.com/images/P/0590443305.01.LZZZZZZZ.jpg,
22022,DAUGHTERS OF SILENCE FEAR STREET SAGAS 6,1861,1997,510,http://images.amazon.com/images/P/0671002937.01.LZZZZZZZ.jpg,
22023,The Attic (Nightmare Inn),11338,1993,711,http://images.amazon.com/images/P/0061061573.01.LZZZZZZZ.jpg,
22024,Kill and Tell : A Novel,825,2003,781,http://images.amazon.com/images/P/0743475488.01.LZZZZZZZ.jpg,
22025,Everywhere That Mary Went,544,1993,440,http://images.amazon.com/images/P/0061042935.01.LZZZZZZZ.jpg,
22026,Scent Of A Killer (Mira),11063,2004,362,http://images.amazon.com/images/P/0778320057.01.LZZZZZZZ.jpg,
22027,Mortal Prey,483,2003,298,http://images.amazon.com/images/P/0425189864.01.LZZZZZZZ.jpg,
22028,Tracking Time (April Woo Suspense Novels (Paperback)),1121,2001,423,http://images.amazon.com/images/P/0451202287.01.LZZZZZZZ.jpg,
22029,Present Danger,10936,2000,681,http://images.amazon.com/images/P/0821766775.01.LZZZZZZZ.jpg,
22030,When the Bough Breaks,1360,1986,549,http://images.amazon.com/images/P/0451168623.01.LZZZZZZZ.jpg,
22031,More Mystery Cats,160,1993,577,http://images.amazon.com/images/P/0451176898.01.LZZZZZZZ.jpg,
22032,Rules for Roommates: The Ultimate Guide to Reclaiming Your Space and Your Sanity,11339,2000,669,http://images.amazon.com/images/P/0595129838.01.LZZZZZZZ.jpg,
22033,Some Things You Should Know (A Collection of Stories),10373,2002,481,http://images.amazon.com/images/P/0965735974.01.LZZZZZZZ.jpg,
22034,Cruel Banquet: The Life and Loves of Frida Strindberg,11340,2000,758,http://images.amazon.com/images/P/0151002908.01.LZZZZZZZ.jpg,
22035,"Hollywood Urban Legends: The Truth Behind All Those Delightfully Persistent Myths of Films, Television, and Music",11341,2001,389,http://images.amazon.com/images/P/1564145549.01.LZZZZZZZ.jpg,
22036,Glamorama (Vintage Contemporaries (Paperback)),4424,2000,500,http://images.amazon.com/images/P/0375703845.01.LZZZZZZZ.jpg,
22037,How to use Dirty Words. Schimpfw\C3?Â¶rter und Beleidigungen.,11342,1997,439,http://images.amazon.com/images/P/3821834250.01.LZZZZZZZ.jpg,
22038,Der Ekel.,1685,1982,269,http://images.amazon.com/images/P/3499105810.01.LZZZZZZZ.jpg,
22039,Das Sein und das Nichts.,1685,1993,540,http://images.amazon.com/images/P/3499133164.01.LZZZZZZZ.jpg,
22040,Das neue Buch Hiob. ( Science Fiction).,75,1989,686,http://images.amazon.com/images/P/3404241185.01.LZZZZZZZ.jpg,
22041,Tunnel zu den Sternen.,75,1998,794,http://images.amazon.com/images/P/3404232011.01.LZZZZZZZ.jpg,
22042,The Computer and the Brain (Mrs. Hepsa Ely Silliman Memorial Lectures),11343,2000,431,http://images.amazon.com/images/P/0300084730.01.LZZZZZZZ.jpg,
22043,Der Proce\C3?\C2?. In der Fassung der Handschrift.,3017,1999,604,http://images.amazon.com/images/P/3596124433.01.LZZZZZZZ.jpg,
22044,Die Logik des Mi\C3?\C2?lingens. Strategisches Denken in komplexen Situationen.,11344,1997,751,http://images.amazon.com/images/P/3499193140.01.LZZZZZZZ.jpg,
22045,Mein Weltbild.,6085,1998,643,http://images.amazon.com/images/P/3548346839.01.LZZZZZZZ.jpg,
22046,The Edge of Infinity: Beyond the Black Hole,6080,1995,578,http://images.amazon.com/images/P/0140231943.01.LZZZZZZZ.jpg,
22047,Im Westen Nichts Neues,11345,0,436,http://images.amazon.com/images/P/346202731X.01.LZZZZZZZ.jpg,
22048,Finnegans Wake. Gesammelte Ann\C3?Â¤herungen.,177,2001,463,http://images.amazon.com/images/P/3518115243.01.LZZZZZZZ.jpg,
22049,Der tiefere Sinn des Labenz.,154,1996,259,http://images.amazon.com/images/P/3453099826.01.LZZZZZZZ.jpg,
22050,Farmer im All.,75,2001,359,http://images.amazon.com/images/P/3404242866.01.LZZZZZZZ.jpg,
22051,The Stainless Steel Rat,4931,1997,611,http://images.amazon.com/images/P/1857984986.01.LZZZZZZZ.jpg,
22052,Faktotum.,815,1997,617,http://images.amazon.com/images/P/3423123877.01.LZZZZZZZ.jpg,
22053,Der Untertan: Roman,11346,1982,508,http://images.amazon.com/images/P/3423002565.01.LZZZZZZZ.jpg,
22054,Denkste. Trugschl\C3?Â¼sse aus der Welt der Zahlen und des Zufalls.,5496,1998,764,http://images.amazon.com/images/P/3492224431.01.LZZZZZZZ.jpg,
22055,The Forever War,1277,1991,511,http://images.amazon.com/images/P/0380708213.01.LZZZZZZZ.jpg,
22056,Island,1185,1989,626,http://images.amazon.com/images/P/006080985X.01.LZZZZZZZ.jpg,
22057,Die Gelehrten der Scheibenwelt.,213,2000,556,http://images.amazon.com/images/P/3453173309.01.LZZZZZZZ.jpg,
22058,Das Kristall- Ei. Erz\C3?Â¤hlungen.,515,1998,722,http://images.amazon.com/images/P/3423124288.01.LZZZZZZZ.jpg,
22059,Ringwelt.,2085,1998,738,http://images.amazon.com/images/P/3404242386.01.LZZZZZZZ.jpg,
22060,Von Stern zu Stern.,75,1997,483,http://images.amazon.com/images/P/3404231910.01.LZZZZZZZ.jpg,
22061,Die Neuromancer- Trilogie.,988,2000,766,http://images.amazon.com/images/P/3453164105.01.LZZZZZZZ.jpg,
22062,Die linke Hand der Dunkelheit.,11347,2000,675,http://images.amazon.com/images/P/3453164156.01.LZZZZZZZ.jpg,
22063,Fahrenheit 451.,166,2000,276,http://images.amazon.com/images/P/3453164121.01.LZZZZZZZ.jpg,
22064,Der brennende Mann.,4527,2000,308,http://images.amazon.com/images/P/3453164180.01.LZZZZZZZ.jpg,
22065,Weltraumkadetten.,75,2000,498,http://images.amazon.com/images/P/3404232208.01.LZZZZZZZ.jpg,
22066,A Clockwork Orange,3331,2000,253,http://images.amazon.com/images/P/345316413X.01.LZZZZZZZ.jpg,
22067,Illuminatus 01. Das Auge in der Pyramide.,7334,1997,728,http://images.amazon.com/images/P/349922271X.01.LZZZZZZZ.jpg,
22068,Der Archipel GULAG.,11348,1988,351,http://images.amazon.com/images/P/3499122146.01.LZZZZZZZ.jpg,
22069,Sternenflut. Roman.,250,2000,624,http://images.amazon.com/images/P/3453164164.01.LZZZZZZZ.jpg,
22070,Philosophischer Versuch \C3?Â¼ber die Wahrscheinlichkeit.,11349,1996,798,http://images.amazon.com/images/P/3817132336.01.LZZZZZZZ.jpg,
22071,Lobgesang auf Leibowitz.,11350,2000,685,http://images.amazon.com/images/P/3453164199.01.LZZZZZZZ.jpg,
22072,Das Orakel vom Berge.,1183,2000,459,http://images.amazon.com/images/P/3453164113.01.LZZZZZZZ.jpg,
22073,Freitag.,75,2000,384,http://images.amazon.com/images/P/3404242750.01.LZZZZZZZ.jpg,
22074,Nietzsche f\C3?Â¼r Anf\C3?Â¤nger: Also sprach Zarathustra. Eine Lese- Einf\C3?Â¼hrung.,11351,1997,660,http://images.amazon.com/images/P/3423301244.01.LZZZZZZZ.jpg,
22075,"Die W\C3?Â¶rter. ( Autobiographische Schriften, 1).",1685,1997,486,http://images.amazon.com/images/P/3499110008.01.LZZZZZZZ.jpg,
22076,The Gas,11352,1968,331,http://images.amazon.com/images/P/0861300238.01.LZZZZZZZ.jpg,
22077,Probleme der Philosophie.,11353,1967,652,http://images.amazon.com/images/P/3518102079.01.LZZZZZZZ.jpg,
22078,Wer die Nachtigall st\C3?Â¶rt.,38,1978,378,http://images.amazon.com/images/P/3499142813.01.LZZZZZZZ.jpg,
22079,Die philosophische Hintertreppe. Vierunddrei\C3?\C2?ig gro\C3?\C2?e Philosophen in Alltag und Denken.,11354,1975,742,http://images.amazon.com/images/P/3423300205.01.LZZZZZZZ.jpg,
22080,Orthodoxy,4196,1995,410,http://images.amazon.com/images/P/0898705525.01.LZZZZZZZ.jpg,
22081,"Serie Piper, Bd.13, Einf\C3?Â¼hrung in die Philosophie",11355,1971,295,http://images.amazon.com/images/P/3492200133.01.LZZZZZZZ.jpg,
22082,Das Neue Testament,11356,0,297,http://images.amazon.com/images/P/3506500104.01.LZZZZZZZ.jpg,
22083,Flatland/Sphereland (Everyday Handbook),2913,1994,420,http://images.amazon.com/images/P/0062732765.01.LZZZZZZZ.jpg,
22084,Die Elemente. Buch I - XIII.,11357,2003,275,http://images.amazon.com/images/P/3817132352.01.LZZZZZZZ.jpg,
22085,American Short Stories of the 19th Century. (Lernmaterialien),11358,1997,764,http://images.amazon.com/images/P/3150090342.01.LZZZZZZZ.jpg,
22086,Und Immer Wieder Die Zeit,3866,1993,800,http://images.amazon.com/images/P/3453092414.01.LZZZZZZZ.jpg,
22087,On Aging: Revolt and Resignation,11359,1994,446,http://images.amazon.com/images/P/0253306752.01.LZZZZZZZ.jpg,
22088,QED,8166,1988,277,http://images.amazon.com/images/P/0691024170.01.LZZZZZZZ.jpg,
22089,The Penguin Dictionary of Curious and Interesting Numbers (Penguin Press Science S.),11360,1998,665,http://images.amazon.com/images/P/0140261494.01.LZZZZZZZ.jpg,
22090,Blackadder: The Whole Damn Dynasty 1485-1917,11361,2000,587,http://images.amazon.com/images/P/0140296085.01.LZZZZZZZ.jpg,
22091,Mensa: The society for the highly intelligent,11362,1985,503,http://images.amazon.com/images/P/0094660409.01.LZZZZZZZ.jpg,
22092,In der Gruft. Und andere makabre Erz\C3?Â¤hlungen.,11363,1997,271,http://images.amazon.com/images/P/3518392573.01.LZZZZZZZ.jpg,
22093,"K\C3?Â¼mmert Sie, was andere Leute denken? Neue Abenteuer eines neugierigen Physikers.",8177,1996,280,http://images.amazon.com/images/P/3492221661.01.LZZZZZZZ.jpg,
22094,"Serie Piper, Bd.54, Kleine Schule des philosophischen Denkens",11355,2000,341,http://images.amazon.com/images/P/3492200540.01.LZZZZZZZ.jpg,
22095,Anleitung zum Ungl\C3?Â¼cklichsein.,9525,1988,710,http://images.amazon.com/images/P/3492221009.01.LZZZZZZZ.jpg,
22096,Sprachen,11364,1995,742,http://images.amazon.com/images/P/3880598800.01.LZZZZZZZ.jpg,
22097,Das ultimative Handbuch des nutzlosen Wissens.,11365,1998,700,http://images.amazon.com/images/P/3423202068.01.LZZZZZZZ.jpg,
22098,"The Character of Physical Law (Messenger Lectures, 1964)",11366,1967,395,http://images.amazon.com/images/P/0262560038.01.LZZZZZZZ.jpg,
22099,Calendrical Calculations: The Millennium Edition,11367,2001,435,http://images.amazon.com/images/P/0521777526.01.LZZZZZZZ.jpg,
22100,Marking Time: The Epic Quest to Invent the Perfect Calendar,11368,2000,611,http://images.amazon.com/images/P/0471404217.01.LZZZZZZZ.jpg,
22101,"Suhrkamp Taschenb\C3?Â¼cher Wissenschaft, Nr.25, Die Struktur wissenschaftlicher Revolutionen",11369,2002,612,http://images.amazon.com/images/P/3518276255.01.LZZZZZZZ.jpg,
22102,"Perennial Philosophy, The",1185,1990,544,http://images.amazon.com/images/P/0060901918.01.LZZZZZZZ.jpg,
22103,The F-Word,11370,1999,692,http://images.amazon.com/images/P/0375706348.01.LZZZZZZZ.jpg,
22104,Ein paar Leute suchen das GlÃ¼ck und lachen sich tot: Roman (Reclam-Bibliothek),5868,1997,671,http://images.amazon.com/images/P/3379015776.01.LZZZZZZZ.jpg,
22105,Der F\C3?Â¼rst.,73,1990,770,http://images.amazon.com/images/P/3458329072.01.LZZZZZZZ.jpg,
22106,Wie man mit einem Lachs verreist und andere n\C3?Â¼tzliche Ratschl\C3?Â¤ge.,1009,1995,381,http://images.amazon.com/images/P/3423120398.01.LZZZZZZZ.jpg,
22107,Zeit f\C3?Â¼r Sterne. Ausgew\C3?Â¤hlte Essays.,3866,2000,774,http://images.amazon.com/images/P/345504431X.01.LZZZZZZZ.jpg,
22108,Doktorspiele. Gest\C3?Â¤ndnisse eines Hochstaplers.,11371,2001,483,http://images.amazon.com/images/P/3821839171.01.LZZZZZZZ.jpg,
22109,Darum nerven Japaner. Der ungeschminkte Wahnsinn des japanischen Alltags.,11372,2002,595,http://images.amazon.com/images/P/382183594X.01.LZZZZZZZ.jpg,
22110,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time (Helix Books)",8177,1997,294,http://images.amazon.com/images/P/0201150255.01.LZZZZZZZ.jpg,
22111,Metamagicum. Fragen nach der Essenz von Geist und Struktur.,2029,1994,563,http://images.amazon.com/images/P/342330426X.01.LZZZZZZZ.jpg,
22112,Die FARGonauten. \C3?\C2?ber Analogie und Kreativit\C3?Â¤t.,2029,1996,260,http://images.amazon.com/images/P/3608917586.01.LZZZZZZZ.jpg,
22113,Lexikon des \C3?\C2?berlebens. Das Survival- Handbuch f\C3?Â¼r Krisenzeiten.,11373,2000,460,http://images.amazon.com/images/P/3776621923.01.LZZZZZZZ.jpg,
22114,On the Origin of Species a Facsimile of the First (Harvard Paperbacks),11374,1975,404,http://images.amazon.com/images/P/0674637526.01.LZZZZZZZ.jpg,
22115,Discorsi. Gedanken \C3?Â¼ber Politik und Staatsf\C3?Â¼hrung.,73,1977,622,http://images.amazon.com/images/P/3520377020.01.LZZZZZZZ.jpg,
22116,Brief an den Vater.,3017,2000,321,http://images.amazon.com/images/P/3257700474.01.LZZZZZZZ.jpg,
22117,Bad Word Dictionary: And Even Worse Expressions,11375,1996,331,http://images.amazon.com/images/P/0965139808.01.LZZZZZZZ.jpg,
22118,The Dot and the Line: A Romance in Lower Mathematics,796,1991,793,http://images.amazon.com/images/P/0394733525.01.LZZZZZZZ.jpg,
22119,"Houdini, Moretti und Co. Die besten Tricks der gro\C3?\C2?en Sensationsdarsteller.",11376,1999,709,http://images.amazon.com/images/P/3426774291.01.LZZZZZZZ.jpg,
22120,Die Hilbertschen Probleme.,11377,1998,608,http://images.amazon.com/images/P/3817134010.01.LZZZZZZZ.jpg,
22121,Professor Unrat,11346,1998,426,http://images.amazon.com/images/P/3596259347.01.LZZZZZZZ.jpg,
22122,LTI ( Lingua Tertii Imperii). Notizbuch eines Philologen.,7872,2001,622,http://images.amazon.com/images/P/3379001252.01.LZZZZZZZ.jpg,
22123,"Suhrkamp BasisBibliothek (SBB), Nr.2, Siddhartha",935,1998,298,http://images.amazon.com/images/P/351818802X.01.LZZZZZZZ.jpg,
22124,Gespr\C3?Â¤che ( Lun- Yu).,11378,1998,279,http://images.amazon.com/images/P/3150096561.01.LZZZZZZZ.jpg,
22125,Die Literatur der Angst. Zur Geschichte der Phantastik.,11363,1995,472,http://images.amazon.com/images/P/351838922X.01.LZZZZZZZ.jpg,
22126,Picknick am Wegesrand: Utopische  ErzÃ¤hlung (Suhrkamp Taschenbuch),11379,1981,356,http://images.amazon.com/images/P/3518371703.01.LZZZZZZZ.jpg,
22127,"Die bewohnte Insel. Roman. ( Phantastische Bibliothek, 282).",11380,1992,465,http://images.amazon.com/images/P/3518384465.01.LZZZZZZZ.jpg,
22128,Montag beginnt am Samstag.,11380,1995,476,http://images.amazon.com/images/P/3518389521.01.LZZZZZZZ.jpg,
22129,Foundation (Foundation Novels (Paperback)),2283,1991,708,http://images.amazon.com/images/P/0553293354.01.LZZZZZZZ.jpg,
22130,Wenn der Wind sich dreht. Die neuesten Geschichten.,1059,1987,324,http://images.amazon.com/images/P/3404230663.01.LZZZZZZZ.jpg,
22131,Best of Asimov. Die besten SF- Geschichten des ber\C3?Â¼hmten Autors.,1059,1988,264,http://images.amazon.com/images/P/3404241134.01.LZZZZZZZ.jpg,
22132,2061. Odyssee III. Roman.,895,2000,345,http://images.amazon.com/images/P/3453025652.01.LZZZZZZZ.jpg,
22133,"Der Mensch vom Mars. Roman. ( Phantastische Bibliothek, 291).",5479,1992,579,http://images.amazon.com/images/P/351838645X.01.LZZZZZZZ.jpg,
22134,"Also sprach GOLEM. ( Phantastische Bibliothek, 175).",5479,2001,760,http://images.amazon.com/images/P/3518377663.01.LZZZZZZZ.jpg,
22135,Fiasko.,5479,2000,410,http://images.amazon.com/images/P/3518396749.01.LZZZZZZZ.jpg,
22136,Mondnacht.,5479,1980,532,http://images.amazon.com/images/P/3518372297.01.LZZZZZZZ.jpg,
22137,"Vom Nutzen des Drachen. Erz\C3?Â¤hlungen. ( Phantastische Bibliothek, 297).",5479,1993,667,http://images.amazon.com/images/P/3518386999.01.LZZZZZZZ.jpg,
22138,"Irrl\C3?Â¤ufer. Erz\C3?Â¤hlungen. ( Phantastische Bibliothek, 285).",5479,1992,480,http://images.amazon.com/images/P/3518383906.01.LZZZZZZZ.jpg,
22139,Der Schnupfen.,5479,1998,425,http://images.amazon.com/images/P/3518370707.01.LZZZZZZZ.jpg,
22140,Terminus und andere Geschichten vom Piloten Pirx.,5479,1996,578,http://images.amazon.com/images/P/3518372408.01.LZZZZZZZ.jpg,
22141,Das Hospital der Verkl\C3?Â¤rung.,5479,1998,607,http://images.amazon.com/images/P/351839293X.01.LZZZZZZZ.jpg,
22142,Nacht und Schimmel. Erz\C3?Â¤hlungen,5479,1976,490,http://images.amazon.com/images/P/3518368567.01.LZZZZZZZ.jpg,
22143,Frieden auf Erden.,5479,1988,680,http://images.amazon.com/images/P/3518380745.01.LZZZZZZZ.jpg,
22144,Eine Minute der Menschheit.,5479,1983,349,http://images.amazon.com/images/P/3518374559.01.LZZZZZZZ.jpg,
22145,"' Sie belieben wohl zu scherzen, Mr. Feynman.'. Abenteuer eines neugierigen Physikers.",8177,1996,761,http://images.amazon.com/images/P/3492213472.01.LZZZZZZZ.jpg,
22146,Survival. Die Kunst zu \C3?Â¼berleben.,11381,1998,317,http://images.amazon.com/images/P/3492226221.01.LZZZZZZZ.jpg,
22147,Medizin- Survival. \C3?\C2?berleben ohne Arzt.,11381,1998,319,http://images.amazon.com/images/P/3492227171.01.LZZZZZZZ.jpg,
22148,Dialogues Concerning Natural Religion,11382,0,786,http://images.amazon.com/images/P/0672604043.01.LZZZZZZZ.jpg,
22149,"Philosophische Bibliothek, Bd.35, Eine Untersuchung \C3?Â¼ber den menschlichen Verstand",11382,1993,269,http://images.amazon.com/images/P/3787311556.01.LZZZZZZZ.jpg,
22150,Im Wald der Fiktionen. Sechs Streifz\C3?Â¼ge durch die Literatur.,1009,1996,307,http://images.amazon.com/images/P/3423122870.01.LZZZZZZZ.jpg,
22151,Der Fremdling im Glas.,11383,1996,315,http://images.amazon.com/images/P/3499196654.01.LZZZZZZZ.jpg,
22152,Zeit und Wissen,11384,1992,361,http://images.amazon.com/images/P/3446163670.01.LZZZZZZZ.jpg,
22153,Survival- Lexikon.,11381,2000,343,http://images.amazon.com/images/P/3492230555.01.LZZZZZZZ.jpg,
22154,Und so ist alles schwankend: TagebÃ¼cher Juni bis Dezember 1945,7872,1996,330,http://images.amazon.com/images/P/3746655153.01.LZZZZZZZ.jpg,
22155,Mein paranormales Fahrrad.,11383,1998,468,http://images.amazon.com/images/P/3499195356.01.LZZZZZZZ.jpg,
22156,Deutsch Fuer Profis,11385,1986,568,http://images.amazon.com/images/P/3442115361.01.LZZZZZZZ.jpg,
22157,The Painted Bird,5885,1995,436,http://images.amazon.com/images/P/080213422X.01.LZZZZZZZ.jpg,
22158,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,8177,2000,568,http://images.amazon.com/images/P/0738203491.01.LZZZZZZZ.jpg,
22159,The Doors of Perception and Heaven and Hell,1185,1990,431,http://images.amazon.com/images/P/0060900075.01.LZZZZZZZ.jpg,
22160,Stimmts? Noch mehr moderne Legenden im Test.,11386,2000,693,http://images.amazon.com/images/P/3499609339.01.LZZZZZZZ.jpg,
22161,Stimmts? Moderne Legenden im Test.,11386,1998,413,http://images.amazon.com/images/P/349960728X.01.LZZZZZZZ.jpg,
22162,Hitler's Willinge Vollstrecker / Hitler's Willing Executioners,11387,1999,626,http://images.amazon.com/images/P/344275500X.01.LZZZZZZZ.jpg,
22163,Die Satanischen  Verse,1031,1997,638,http://images.amazon.com/images/P/3426606488.01.LZZZZZZZ.jpg,
22164,Gebrauchsanweisung f\C3?Â¼r Amerika.,9525,2001,594,http://images.amazon.com/images/P/3492049885.01.LZZZZZZZ.jpg,
22165,Tirant lo Blanc a Constantinoble (ColÂ¨lecciÃ³ El Garbell),11388,1981,378,http://images.amazon.com/images/P/842971751X.01.LZZZZZZZ.jpg,
22166,L'atles furtiu (ColÂ¨lecciÃ³ clÃ ssica),11389,1998,646,http://images.amazon.com/images/P/8483004712.01.LZZZZZZZ.jpg,
22167,Arlequin,7609,1981,496,http://images.amazon.com/images/P/8401490014.01.LZZZZZZZ.jpg,
22168,No Digas Que Fue UN Sueno,2811,2003,665,http://images.amazon.com/images/P/8408041770.01.LZZZZZZZ.jpg,
22169,Alicia En El Pais de Las Maravillas,329,1997,661,http://images.amazon.com/images/P/8420612766.01.LZZZZZZZ.jpg,
22170,"HistÃ²ries marginals (SÃ¨rie \La Unitat\"")""",11390,1982,772,http://images.amazon.com/images/P/8475020658.01.LZZZZZZZ.jpg,
22171,A tumba abierta: AutobiografÃ­a de un grifota (ContraseÃ±as),11391,1983,558,http://images.amazon.com/images/P/8433912534.01.LZZZZZZZ.jpg,
22172,Tuareg (Novelistas del dÃ­a),7600,1981,375,http://images.amazon.com/images/P/840130315X.01.LZZZZZZZ.jpg,
22173,El tercer gemelo,97,1997,790,http://images.amazon.com/images/P/843970240X.01.LZZZZZZZ.jpg,
22174,El Perfume: Historia De UN Asesino/Perfume : The Story of a Murderer,1441,1984,777,http://images.amazon.com/images/P/8432205311.01.LZZZZZZZ.jpg,
22175,Tiempo De Cerezas,11392,0,633,http://images.amazon.com/images/P/8401421101.01.LZZZZZZZ.jpg,
22176,El paciente InglÃ©s,3647,1997,438,http://images.amazon.com/images/P/8401463297.01.LZZZZZZZ.jpg,
22177,Tales from the White Hart,895,1998,270,http://images.amazon.com/images/P/0345430727.01.LZZZZZZZ.jpg,
22178,"Bearn, o, La sala de les nines (Les Millors obres de la literatura catalana)",11393,1980,688,http://images.amazon.com/images/P/8429716203.01.LZZZZZZZ.jpg,
22179,Mientras Mi Preciosa Duerme : While My Pretty One Sleeps (Spanish),46,1990,505,http://images.amazon.com/images/P/8401491843.01.LZZZZZZZ.jpg,
22180,El misterio del tren azul,1350,1997,426,http://images.amazon.com/images/P/8427285094.01.LZZZZZZZ.jpg,
22181,La Clave Esta En Rebeca,97,1999,770,http://images.amazon.com/images/P/8401499607.01.LZZZZZZZ.jpg,
22182,El mÃ©dico,1557,2001,445,http://images.amazon.com/images/P/8495501015.01.LZZZZZZZ.jpg,
22183,Trece en Zurich,1427,1998,371,http://images.amazon.com/images/P/8401499259.01.LZZZZZZZ.jpg,
22184,Silencio En Hanover Close,205,1999,448,http://images.amazon.com/images/P/8401476798.01.LZZZZZZZ.jpg,
22185,Furniture Upholstery (A Sunset book),11394,1980,362,http://images.amazon.com/images/P/0376011831.01.LZZZZZZZ.jpg,
22186,Gardening for the Future of the Earth,11395,2000,670,http://images.amazon.com/images/P/0553375334.01.LZZZZZZZ.jpg,
22187,Grace Unfolding: The Art of Living a Surrendered Life,11396,1998,519,http://images.amazon.com/images/P/1879159376.01.LZZZZZZZ.jpg,
22188,Growing Herbs (Step-By-Step Visual Guide),11397,1997,639,http://images.amazon.com/images/P/1880281139.01.LZZZZZZZ.jpg,
